order_id,order_date,ship_date,ship_mode,customer_name,segment,country,market,region,product_id,category,sub_category,sales,quantity,discount,profit,shipping_cost,order_priority,year
CA-2011-126361,2011-08-04,2011-08-09,Second Class,Valerie Dominguez,Consumer,United States,US,West,OFF-PA-10000806,Office Supplies,Paper,448,8,0,219.44,64.74,High,2011
CA-2011-126361,2011-08-04,2011-08-09,Second Class,Valerie Dominguez,Consumer,United States,US,West,TEC-PH-10002310,Technology,Phones,400,5,0.2,35,53.41,High,2011
CA-2011-134215,2011-08-04,2011-08-08,Standard Class,Marina Lichtenstein,Corporate,United States,US,East,OFF-PA-10004353,Office Supplies,Paper,260,13,0,124.68,39.43,High,2011
IN-2011-59685,2011-08-04,2011-08-08,Standard Class,Bryan Mills,Consumer,India,APAC,Central Asia,TEC-AC-10002883,Technology,Accessories,351,5,0,144,31.2,Medium,2011
CA-2011-134215,2011-08-04,2011-08-08,Standard Class,Marina Lichtenstein,Corporate,United States,US,East,TEC-AC-10002473,Technology,Accessories,255,9,0,104.72,25.56,High,2011
MX-2011-105683,2011-08-04,2011-08-10,Standard Class,Lela Donovan,Corporate,Mexico,LATAM,North,TEC-PH-10003580,Technology,Phones,332,4,0,6.64,25.04,Medium,2011
SA-2011-1570,2011-08-04,2011-08-09,Standard Class,Ritsa Hightower,Consumer,Saudi Arabia,EMEA,EMEA,TEC-PAN-10004404,Technology,Machines,379,8,0,128.88,24.52,Medium,2011
SA-2011-1570,2011-08-04,2011-08-09,Standard Class,Ritsa Hightower,Consumer,Saudi Arabia,EMEA,EMEA,TEC-NOK-10002716,Technology,Phones,333,2,0,49.98,24.14,Medium,2011
MX-2011-137603,2011-08-04,2011-08-08,Standard Class,Shahid Hopkins,Consumer,Mexico,LATAM,North,TEC-MA-10001403,Technology,Machines,130,4,0,38.88,23.76,High,2011
MX-2011-137603,2011-08-04,2011-08-08,Standard Class,Shahid Hopkins,Consumer,Mexico,LATAM,North,OFF-ST-10002164,Office Supplies,Storage,283,2,0,90.48,19.48,High,2011
SA-2011-1570,2011-08-04,2011-08-09,Standard Class,Ritsa Hightower,Consumer,Saudi Arabia,EMEA,EMEA,OFF-GLO-10000014,Office Supplies,Envelopes,247,8,0,76.56,18.62,Medium,2011
IN-2011-74609,2011-08-04,2011-08-07,First Class,Edward Nazzal,Consumer,India,APAC,Central Asia,OFF-FA-10003186,Office Supplies,Fasteners,102,7,0,33.39,17.59,High,2011
ES-2011-5421072,2011-08-04,2011-08-09,Second Class,Barry Weirich,Consumer,Germany,EU,Central,OFF-AR-10003247,Office Supplies,Art,243,11,0,43.56,17.1,Medium,2011
ES-2011-5335946,2011-08-04,2011-08-10,Standard Class,Ryan Crowe,Consumer,United Kingdom,EU,North,OFF-ST-10003204,Office Supplies,Storage,164,3,0,16.38,16.18,Low,2011
IN-2011-14101,2011-08-04,2011-08-09,Second Class,Kelly Andreada,Consumer,Myanmar (Burma),APAC,Southeast Asia,OFF-AR-10001773,Office Supplies,Art,110,5,0.17,6.48,15.8,Medium,2011
CA-2011-126361,2011-08-04,2011-08-09,Second Class,Valerie Dominguez,Consumer,United States,US,West,OFF-ST-10002289,Office Supplies,Storage,159,5,0,7.95,15.1,High,2011
CA-2011-134215,2011-08-04,2011-08-08,Standard Class,Marina Lichtenstein,Corporate,United States,US,East,OFF-AP-10001271,Office Supplies,Appliances,102,2,0,27.53,14.52,High,2011
IR-2011-6550,2011-08-04,2011-08-06,Second Class,Jennifer Patt,Corporate,Iran,EMEA,EMEA,OFF-XER-10004012,Office Supplies,Paper,105,4,0,21,12.73,High,2011
SA-2011-1570,2011-08-04,2011-08-09,Standard Class,Ritsa Hightower,Consumer,Saudi Arabia,EMEA,EMEA,OFF-TEN-10002835,Office Supplies,Storage,205,1,0,57.27,11.94,Medium,2011
SA-2011-1570,2011-08-04,2011-08-09,Standard Class,Ritsa Hightower,Consumer,Saudi Arabia,EMEA,EMEA,FUR-DAN-10003334,Furniture,Bookcases,141,1,0,67.89,10.69,Medium,2011
IZ-2011-4920,2011-08-04,2011-08-11,Standard Class,Damala Kotsonis,Corporate,Iraq,EMEA,EMEA,TEC-CAN-10002337,Technology,Copiers,149,1,0,28.23,9.57,Medium,2011
SA-2011-1570,2011-08-04,2011-08-09,Standard Class,Ritsa Hightower,Consumer,Saudi Arabia,EMEA,EMEA,OFF-TEN-10000025,Office Supplies,Storage,204,1,0,53.07,8.7,Medium,2011
ID-2011-46231,2011-08-04,2011-08-09,Standard Class,Pauline Webber,Corporate,Australia,APAC,Oceania,OFF-ST-10004947,Office Supplies,Storage,124,1,0.1,-2.77,7.62,Medium,2011
ES-2011-2469850,2011-08-04,2011-08-06,Second Class,Michelle Lonsdale,Corporate,France,EU,Central,OFF-SU-10003629,Office Supplies,Supplies,41,3,0,6.57,7,Critical,2011
IN-2011-14101,2011-08-04,2011-08-09,Second Class,Kelly Andreada,Consumer,Myanmar (Burma),APAC,Southeast Asia,FUR-CH-10001756,Furniture,Chairs,141,4,0.27,30.95,6.7,Medium,2011
IR-2011-6550,2011-08-04,2011-08-06,Second Class,Jennifer Patt,Corporate,Iran,EMEA,EMEA,FUR-IKE-10003642,Furniture,Bookcases,144,1,0,4.29,5.85,High,2011
ES-2011-5335946,2011-08-04,2011-08-10,Standard Class,Ryan Crowe,Consumer,United Kingdom,EU,North,OFF-LA-10003969,Office Supplies,Labels,42,4,0,14.16,5.71,Low,2011
LI-2011-9960,2011-08-04,2011-08-06,Second Class,Lena Radford,Consumer,Liberia,Africa,Africa,OFF-SME-10001761,Office Supplies,Storage,49,1,0,11.85,3.09,Medium,2011
MX-2011-162999,2011-08-04,2011-08-08,Standard Class,Chris Cortes,Consumer,Mexico,LATAM,North,OFF-LA-10001038,Office Supplies,Labels,15,2,0,0,2.59,High,2011
MX-2011-137603,2011-08-04,2011-08-08,Standard Class,Shahid Hopkins,Consumer,Mexico,LATAM,North,OFF-EN-10000127,Office Supplies,Envelopes,36,5,0,17.1,1.86,High,2011
SA-2011-1570,2011-08-04,2011-08-09,Standard Class,Ritsa Hightower,Consumer,Saudi Arabia,EMEA,EMEA,OFF-IBI-10000959,Office Supplies,Binders,52,1,0,9.3,1.82,Medium,2011
IN-2011-52587,2011-08-04,2011-08-10,Standard Class,Richard Bierner,Consumer,Philippines,APAC,Southeast Asia,OFF-LA-10003141,Office Supplies,Labels,25,4,0.45,2.21,1.64,Medium,2011
CA-2011-126361,2011-08-04,2011-08-09,Second Class,Valerie Dominguez,Consumer,United States,US,West,OFF-BI-10002852,Office Supplies,Binders,13,1,0.2,4.78,1.57,High,2011
MX-2011-137603,2011-08-04,2011-08-08,Standard Class,Shahid Hopkins,Consumer,Mexico,LATAM,North,OFF-EN-10003850,Office Supplies,Envelopes,16,2,0,8,1.14,High,2011
TU-2011-2560,2011-08-04,2011-08-10,Standard Class,Cathy Prescott,Corporate,Turkey,EMEA,EMEA,OFF-BIC-10003800,Office Supplies,Art,12,1,0.6,-5.53,0.54,Medium,2011
CA-2011-126361,2011-08-04,2011-08-09,Second Class,Valerie Dominguez,Consumer,United States,US,West,OFF-AR-10000896,Office Supplies,Art,16,5,0,4.26,0.41,High,2011
ES-2011-5335946,2011-08-04,2011-08-10,Standard Class,Ryan Crowe,Consumer,United Kingdom,EU,North,OFF-LA-10003283,Office Supplies,Labels,8,1,0,1.14,0.37,Low,2011
ES-2011-5699335,2011-08-05,2011-08-08,First Class,Barry Weirich,Consumer,Germany,EU,Central,TEC-PH-10003847,Technology,Phones,586,8,0,87.84,172.82,Critical,2011
US-2011-117968,2011-08-05,2011-08-07,Second Class,Ricardo Sperren,Corporate,United States,US,East,FUR-CH-10002335,Furniture,Chairs,1133,5,0,294.67,115.77,High,2011
ES-2011-4256146,2011-08-05,2011-08-09,Standard Class,Toby Gnade,Consumer,Austria,EU,Central,FUR-CH-10004606,Furniture,Chairs,392,3,0,31.32,46.55,High,2011
MX-2011-146885,2011-08-05,2011-08-10,Standard Class,Paul Gonzalez,Consumer,Colombia,LATAM,South,TEC-CO-10001893,Technology,Copiers,722,3,0,251.69,40.36,Medium,2011
ES-2011-4256146,2011-08-05,2011-08-09,Standard Class,Toby Gnade,Consumer,Austria,EU,Central,OFF-PA-10000871,Office Supplies,Paper,235,5,0,7.05,36.16,High,2011
CG-2011-2540,2011-08-05,2011-08-10,Standard Class,Dave Poirier,Corporate,Democratic Republic of the Congo,Africa,Africa,TEC-HP -10004012,Technology,Copiers,248,2,0,39.6,34.37,High,2011
CA-2011-124723,2011-08-05,2011-08-12,Standard Class,Gary Zandusky,Consumer,United States,US,Central,FUR-TA-10001307,Furniture,Tables,489,2,0.3,41.93,21.2,Medium,2011
CA-2011-110065,2011-08-05,2011-08-11,Standard Class,Stephanie Phelps,Corporate,United States,US,East,TEC-PH-10002468,Technology,Phones,136,1,0,36.72,18.8,Medium,2011
CA-2011-118962,2011-08-05,2011-08-09,Standard Class,Chad Sievert,Consumer,United States,US,West,FUR-CH-10003817,Furniture,Chairs,340,7,0.2,21.26,15.03,Medium,2011
US-2011-159310,2011-08-05,2011-08-12,Standard Class,Julia Barnett,Home Office,Dominican Republic,LATAM,Caribbean,FUR-FU-10001175,Furniture,Furnishings,112,8,0.5,-100.96,14.74,Low,2011
MX-2011-146885,2011-08-05,2011-08-10,Standard Class,Paul Gonzalez,Consumer,Colombia,LATAM,South,OFF-PA-10000994,Office Supplies,Paper,124,7,0,49.7,9.94,Medium,2011
IT-2011-3708838,2011-08-05,2011-08-12,Standard Class,Bobby Odegard,Consumer,Netherlands,EU,Central,OFF-BI-10001621,Office Supplies,Binders,100,4,0.5,-43.86,8.49,Medium,2011
IN-2011-80461,2011-08-05,2011-08-07,Second Class,Naresj Patel,Consumer,New Zealand,APAC,Oceania,TEC-AC-10001611,Technology,Accessories,91,2,0,25.38,8.45,Medium,2011
RW-2011-5380,2011-08-05,2011-08-10,Standard Class,Maya Herman,Corporate,Rwanda,Africa,Africa,OFF-BIC-10004826,Office Supplies,Art,108,2,0,36.66,8.07,Medium,2011
RW-2011-5380,2011-08-05,2011-08-10,Standard Class,Maya Herman,Corporate,Rwanda,Africa,Africa,OFF-ELD-10004625,Office Supplies,Storage,96,2,0,17.22,7.44,Medium,2011
ES-2011-4256146,2011-08-05,2011-08-09,Standard Class,Toby Gnade,Consumer,Austria,EU,Central,OFF-AR-10000833,Office Supplies,Art,60,2,0,13.68,6.61,High,2011
IT-2011-3708838,2011-08-05,2011-08-12,Standard Class,Bobby Odegard,Consumer,Netherlands,EU,Central,OFF-BI-10000329,Office Supplies,Binders,58,7,0.5,-25.73,6.25,Medium,2011
US-2011-117968,2011-08-05,2011-08-07,Second Class,Ricardo Sperren,Corporate,United States,US,East,OFF-AP-10002765,Office Supplies,Appliances,79,3,0,22.25,5.35,High,2011
CA-2011-118962,2011-08-05,2011-08-09,Standard Class,Chad Sievert,Consumer,United States,US,West,OFF-PA-10001144,Office Supplies,Paper,111,2,0,53.26,4.59,Medium,2011
CA-2011-150490,2011-08-05,2011-08-11,Standard Class,Sonia Sunley,Consumer,United States,US,West,OFF-AR-10004602,Office Supplies,Art,46,2,0,12.87,4.43,Medium,2011
ID-2011-11385,2011-08-05,2011-08-11,Standard Class,Thea Hendricks,Consumer,South Korea,APAC,North Asia,OFF-ST-10001824,Office Supplies,Storage,60,5,0.5,-52.8,3.99,Medium,2011
IN-2011-37019,2011-08-05,2011-08-11,Standard Class,Hilary Holden,Corporate,Australia,APAC,Oceania,OFF-BI-10003018,Office Supplies,Binders,59,8,0.4,7.73,3.58,Medium,2011
MX-2011-146885,2011-08-05,2011-08-10,Standard Class,Paul Gonzalez,Consumer,Colombia,LATAM,South,OFF-PA-10000781,Office Supplies,Paper,49,3,0,19.74,3,Medium,2011
ES-2011-3159486,2011-08-05,2011-08-10,Second Class,Joy Daniels,Consumer,Switzerland,EU,Central,OFF-AR-10000124,Office Supplies,Art,36,2,0,2.82,2.48,Medium,2011
IR-2011-6850,2011-08-05,2011-08-10,Standard Class,Shahid Collister,Consumer,Iran,EMEA,EMEA,OFF-CAM-10002611,Office Supplies,Envelopes,46,1,0,19.41,2.34,Medium,2011
IN-2011-37019,2011-08-05,2011-08-11,Standard Class,Hilary Holden,Corporate,Australia,APAC,Oceania,OFF-EN-10004590,Office Supplies,Envelopes,27,2,0.4,-6.26,2.21,Medium,2011
IR-2011-4030,2011-08-05,2011-08-09,Standard Class,Shirley Schmidt,Home Office,Iran,EMEA,EMEA,OFF-BIN-10002061,Office Supplies,Art,46,1,0,12.03,2.2,Medium,2011
CA-2011-118962,2011-08-05,2011-08-09,Standard Class,Chad Sievert,Consumer,United States,US,West,OFF-PA-10000659,Office Supplies,Paper,21,3,0,9.84,1.81,Medium,2011
CA-2011-110065,2011-08-05,2011-08-11,Standard Class,Stephanie Phelps,Corporate,United States,US,East,OFF-AR-10004165,Office Supplies,Art,16,7,0,7.02,1.66,Medium,2011
ES-2011-5699335,2011-08-05,2011-08-08,First Class,Barry Weirich,Consumer,Germany,EU,Central,OFF-FA-10000010,Office Supplies,Fasteners,11,1,0,4.68,1.44,Critical,2011
CG-2011-2540,2011-08-05,2011-08-10,Standard Class,Dave Poirier,Corporate,Democratic Republic of the Congo,Africa,Africa,OFF-NOV-10004585,Office Supplies,Labels,10,1,0,3.54,1.28,High,2011
MX-2011-169873,2011-08-05,2011-08-08,Second Class,Sarah Foster,Consumer,Nicaragua,LATAM,Central,OFF-LA-10004799,Office Supplies,Labels,6,1,0,0.98,0.99,High,2011
CA-2011-150490,2011-08-05,2011-08-11,Standard Class,Sonia Sunley,Consumer,United States,US,West,TEC-AC-10004510,Technology,Accessories,16,1,0,1.64,0.83,Medium,2011
IR-2011-6850,2011-08-05,2011-08-10,Standard Class,Shahid Collister,Consumer,Iran,EMEA,EMEA,OFF-SME-10001718,Office Supplies,Storage,11,1,0,0.9,0.64,Medium,2011
CM-2011-6580,2011-08-05,2011-08-10,Standard Class,Phillip Flathmann,Consumer,Cameroon,Africa,Africa,OFF-NOV-10000721,Office Supplies,Labels,8,1,0,1.56,0.58,Medium,2011
US-2011-117968,2011-08-05,2011-08-07,Second Class,Ricardo Sperren,Corporate,United States,US,East,OFF-AR-10004165,Office Supplies,Art,5,2,0,2.01,0.54,High,2011
CA-2011-150490,2011-08-05,2011-08-11,Standard Class,Sonia Sunley,Consumer,United States,US,West,OFF-ST-10000321,Office Supplies,Storage,16,2,0,0.63,0.29,Medium,2011
CA-2011-137575,2011-08-06,2011-08-11,Standard Class,Trudy Brown,Consumer,United States,US,East,TEC-AC-10004571,Technology,Accessories,200,2,0,83.99,15.52,Medium,2011
ES-2011-5666533,2011-08-06,2011-08-10,Standard Class,Karl Braun,Consumer,France,EU,Central,OFF-BI-10000346,Office Supplies,Binders,239,8,0,95.52,11.94,Medium,2011
US-2011-123862,2011-08-06,2011-08-10,Standard Class,Mick Hernandez,Home Office,Honduras,LATAM,Central,TEC-AC-10000376,Technology,Accessories,197,2,0.4,9.85,9.57,Medium,2011
ES-2011-5666533,2011-08-06,2011-08-10,Standard Class,Karl Braun,Consumer,France,EU,Central,OFF-ST-10002175,Office Supplies,Storage,187,1,0.1,14.51,6.62,Medium,2011
CA-2011-115357,2011-08-06,2011-08-11,Second Class,Roland Fjeld,Consumer,United States,US,South,TEC-AC-10000023,Technology,Accessories,63,3,0,22.65,6.14,Medium,2011
BU-2011-1220,2011-08-06,2011-08-08,Second Class,Max Engle,Consumer,Bulgaria,EMEA,EMEA,OFF-STO-10004503,Office Supplies,Fasteners,80,6,0,32.76,3.39,Critical,2011
IN-2011-68239,2011-08-06,2011-08-11,Standard Class,Julia West,Consumer,China,APAC,North Asia,OFF-FA-10000089,Office Supplies,Fasteners,29,2,0,4.62,2.78,High,2011
BU-2011-1220,2011-08-06,2011-08-08,Second Class,Max Engle,Consumer,Bulgaria,EMEA,EMEA,FUR-TEN-10003879,Furniture,Furnishings,19,1,0,5.67,2.62,Critical,2011
IR-2011-3790,2011-08-06,2011-08-10,Standard Class,Corinna Mitchell,Home Office,Iran,EMEA,EMEA,OFF-GLO-10004430,Office Supplies,Envelopes,16,1,0,7.08,1.07,High,2011
ID-2011-48401,2011-08-06,2011-08-10,Standard Class,James Galang,Consumer,Philippines,APAC,Southeast Asia,OFF-BI-10001200,Office Supplies,Binders,12,1,0.15,-1.17,0.74,Medium,2011
US-2011-123862,2011-08-06,2011-08-10,Standard Class,Mick Hernandez,Home Office,Honduras,LATAM,Central,OFF-AR-10000614,Office Supplies,Art,9,1,0.4,-4.66,0.65,Medium,2011
US-2011-123862,2011-08-06,2011-08-10,Standard Class,Mick Hernandez,Home Office,Honduras,LATAM,Central,OFF-LA-10000236,Office Supplies,Labels,21,4,0.4,-14.18,0.05,Medium,2011
ES-2011-4405425,2011-08-07,2011-08-10,First Class,Allen Rosenblatt,Corporate,Austria,EU,Central,FUR-FU-10001760,Furniture,Furnishings,38,2,0,11.34,6.63,Critical,2011
IN-2011-34478,2011-08-08,2011-08-08,Same Day,Barbara Fisher,Corporate,China,APAC,North Asia,TEC-CO-10003759,Technology,Copiers,1274,4,0,573,213.03,Medium,2011
CA-2011-131450,2011-08-08,2011-08-15,Standard Class,Lena Radford,Consumer,United States,US,West,TEC-CO-10004115,Technology,Copiers,1200,3,0.2,434.99,89.43,Medium,2011
MX-2011-159135,2011-08-08,2011-08-12,Standard Class,Lela Donovan,Corporate,El Salvador,LATAM,Central,TEC-AC-10001410,Technology,Accessories,955,14,0,257.6,56.66,Medium,2011
CA-2011-124478,2011-08-08,2011-08-12,Standard Class,Matt Abelman,Home Office,United States,US,Central,TEC-CO-10001571,Technology,Copiers,550,1,0,275,51.95,High,2011
CA-2011-131450,2011-08-08,2011-08-15,Standard Class,Lena Radford,Consumer,United States,US,West,TEC-PH-10002398,Technology,Phones,446,5,0.2,55.75,47.16,Medium,2011
CA-2011-154669,2011-08-08,2011-08-11,Second Class,Tamara Manning,Consumer,United States,US,West,OFF-ST-10000532,Office Supplies,Storage,423,11,0,110.05,44.72,Medium,2011
IN-2011-51586,2011-08-08,2011-08-12,Standard Class,Khloe Miller,Consumer,China,APAC,North Asia,FUR-CH-10000432,Furniture,Chairs,365,2,0,21.9,40.68,Medium,2011
CA-2011-124478,2011-08-08,2011-08-12,Standard Class,Matt Abelman,Home Office,United States,US,Central,TEC-PH-10001128,Technology,Phones,300,2,0,83.99,39.5,High,2011
IN-2011-34478,2011-08-08,2011-08-08,Same Day,Barbara Fisher,Corporate,China,APAC,North Asia,TEC-CO-10000679,Technology,Copiers,285,2,0,2.82,36.21,Medium,2011
ES-2011-1591803,2011-08-08,2011-08-12,Second Class,Jason Fortune-,Consumer,France,EU,Central,TEC-MA-10000687,Technology,Machines,249,6,0.15,70.22,23.4,Medium,2011
IN-2011-34478,2011-08-08,2011-08-08,Same Day,Barbara Fisher,Corporate,China,APAC,North Asia,FUR-FU-10000889,Furniture,Furnishings,150,3,0,51.12,23.03,Medium,2011
CA-2011-124478,2011-08-08,2011-08-12,Standard Class,Matt Abelman,Home Office,United States,US,Central,OFF-AP-10002495,Office Supplies,Appliances,168,3,0.1,37.23,22.29,High,2011
CA-2011-156790,2011-08-08,2011-08-10,Second Class,Vivek Gonzalez,Consumer,United States,US,South,FUR-BO-10000468,Furniture,Bookcases,155,4,0.2,-7.77,18.41,Medium,2011
IZ-2011-5480,2011-08-08,2011-08-13,Second Class,Christina VanderZanden,Consumer,Iraq,EMEA,EMEA,FUR-HON-10004137,Furniture,Chairs,266,2,0,77.04,13.94,Medium,2011
IN-2011-34478,2011-08-08,2011-08-08,Same Day,Barbara Fisher,Corporate,China,APAC,North Asia,OFF-EN-10004418,Office Supplies,Envelopes,61,7,0,8.4,12.19,Medium,2011
IN-2011-51586,2011-08-08,2011-08-12,Standard Class,Khloe Miller,Consumer,China,APAC,North Asia,OFF-PA-10001006,Office Supplies,Paper,143,7,0,60.06,12.13,Medium,2011
CA-2011-131450,2011-08-08,2011-08-15,Standard Class,Lena Radford,Consumer,United States,US,West,FUR-FU-10001979,Furniture,Furnishings,328,8,0,91.77,11.98,Medium,2011
UP-2011-6100,2011-08-08,2011-08-13,Standard Class,Corinna Mitchell,Home Office,Ukraine,EMEA,EMEA,OFF-ELD-10001832,Office Supplies,Storage,97,2,0,0,9.97,High,2011
CA-2011-151708,2011-08-08,2011-08-14,Standard Class,Maria Bertelson,Consumer,United States,US,West,FUR-FU-10001602,Furniture,Furnishings,121,4,0.2,-3.03,7.68,Medium,2011
ES-2011-5375215,2011-08-08,2011-08-09,First Class,Amy Cox,Consumer,France,EU,Central,OFF-LA-10003283,Office Supplies,Labels,54,6,0,27,7.51,High,2011
CA-2011-131450,2011-08-08,2011-08-15,Standard Class,Lena Radford,Consumer,United States,US,West,OFF-AP-10004708,Office Supplies,Appliances,76,2,0,22.07,6.7,Medium,2011
CA-2011-151708,2011-08-08,2011-08-14,Standard Class,Maria Bertelson,Consumer,United States,US,West,TEC-AC-10001767,Technology,Accessories,96,3,0.2,-10.8,6.67,Medium,2011
CA-2011-124478,2011-08-08,2011-08-12,Standard Class,Matt Abelman,Home Office,United States,US,Central,OFF-EN-10002500,Office Supplies,Envelopes,38,3,0,17.25,6.34,High,2011
CA-2011-124478,2011-08-08,2011-08-12,Standard Class,Matt Abelman,Home Office,United States,US,Central,FUR-FU-10002088,Furniture,Furnishings,54,6,0,22.63,5.32,High,2011
IZ-2011-5480,2011-08-08,2011-08-13,Second Class,Christina VanderZanden,Consumer,Iraq,EMEA,EMEA,OFF-AME-10002081,Office Supplies,Envelopes,42,2,0,13.02,4.38,Medium,2011
IN-2011-39203,2011-08-08,2011-08-12,Second Class,Gary McGarr,Consumer,China,APAC,North Asia,OFF-BI-10000373,Office Supplies,Binders,28,4,0,3.24,2.35,High,2011
IN-2011-34478,2011-08-08,2011-08-08,Same Day,Barbara Fisher,Corporate,China,APAC,North Asia,OFF-BI-10000439,Office Supplies,Binders,13,2,0,4.92,1.93,Medium,2011
ES-2011-4154564,2011-08-08,2011-08-14,Standard Class,Victor Preis,Home Office,France,EU,Central,OFF-BI-10002674,Office Supplies,Binders,37,3,0,16.65,1.79,Medium,2011
MX-2011-159135,2011-08-08,2011-08-12,Standard Class,Lela Donovan,Corporate,El Salvador,LATAM,Central,OFF-FA-10003985,Office Supplies,Fasteners,17,3,0,7.2,1.4,Medium,2011
IR-2011-5080,2011-08-08,2011-08-13,Standard Class,Nona Balk,Corporate,Iran,EMEA,EMEA,OFF-SAN-10000844,Office Supplies,Paper,17,1,0,2.64,1.1,Medium,2011
IR-2011-5080,2011-08-08,2011-08-13,Standard Class,Nona Balk,Corporate,Iran,EMEA,EMEA,OFF-ACC-10002167,Office Supplies,Fasteners,13,1,0,0.66,0.82,Medium,2011
ES-2011-2075610,2011-08-08,2011-08-13,Standard Class,Speros Goranitis,Consumer,Germany,EU,Central,OFF-BI-10003724,Office Supplies,Binders,9,1,0,4.02,0.77,Medium,2011
IR-2011-5080,2011-08-08,2011-08-13,Standard Class,Nona Balk,Corporate,Iran,EMEA,EMEA,FUR-ELD-10000038,Furniture,Furnishings,57,1,0,19.26,0.65,Medium,2011
CM-2011-6610,2011-08-08,2011-08-12,Standard Class,Yoseph Carroll,Corporate,Cameroon,Africa,Africa,OFF-AVE-10000909,Office Supplies,Labels,12,1,0,1.65,0.62,Medium,2011
ES-2011-2585328,2011-08-09,2011-08-11,First Class,Khloe Miller,Consumer,Germany,EU,Central,TEC-CO-10001633,Technology,Copiers,1469,5,0,308.4,527.87,Critical,2011
US-2011-158554,2011-08-09,2011-08-09,Same Day,Larry Hughes,Consumer,Dominican Republic,LATAM,Caribbean,TEC-PH-10004196,Technology,Phones,2045,6,0.2,-332.28,417.99,High,2011
US-2011-158554,2011-08-09,2011-08-09,Same Day,Larry Hughes,Consumer,Dominican Republic,LATAM,Caribbean,OFF-AP-10000663,Office Supplies,Appliances,1819,6,0.2,500.18,249.64,High,2011
IN-2011-10265,2011-08-09,2011-08-11,Second Class,Katharine Harms,Corporate,China,APAC,North Asia,TEC-CO-10001472,Technology,Copiers,956,4,0,468.48,115.56,High,2011
CA-2011-169726,2011-08-09,2011-08-13,Standard Class,Joseph Holt,Consumer,United States,US,West,OFF-BI-10004600,Office Supplies,Binders,2061,7,0.2,643.98,90.47,Medium,2011
CA-2011-166471,2011-08-09,2011-08-13,Standard Class,Matthew Grinstein,Home Office,United States,US,West,TEC-PH-10001530,Technology,Phones,1091,4,0.2,68.2,87.44,High,2011
LE-2011-3430,2011-08-09,2011-08-15,Standard Class,Carl Weiss,Home Office,Lebanon,EMEA,EMEA,FUR-HON-10001851,Furniture,Chairs,457,1,0,169.14,82.46,Low,2011
ES-2011-5389104,2011-08-09,2011-08-13,Standard Class,Ralph Ritter,Consumer,Germany,EU,Central,FUR-BO-10004560,Furniture,Bookcases,469,3,0.1,78.18,53.78,High,2011
ES-2011-5389104,2011-08-09,2011-08-13,Standard Class,Ralph Ritter,Consumer,Germany,EU,Central,TEC-PH-10002255,Technology,Phones,336,2,0,30.24,34.79,High,2011
ES-2011-1480594,2011-08-09,2011-08-10,First Class,Mitch Willingham,Corporate,France,EU,Central,FUR-CH-10004095,Furniture,Chairs,215,3,0.1,16.74,28.56,High,2011
ES-2011-2720769,2011-08-09,2011-08-14,Second Class,Christine Kargatis,Home Office,Germany,EU,Central,OFF-AR-10002805,Office Supplies,Art,194,4,0,83.52,26.87,Medium,2011
IN-2011-20639,2011-08-09,2011-08-13,Standard Class,Sue Ann Reed,Consumer,China,APAC,North Asia,OFF-AP-10001905,Office Supplies,Appliances,334,4,0,56.64,24.25,Medium,2011
CA-2011-167850,2011-08-09,2011-08-16,Standard Class,Andy Gerbode,Corporate,United States,US,South,TEC-PH-10002398,Technology,Phones,178,2,0.2,22.3,20.62,Low,2011
ES-2011-2695590,2011-08-09,2011-08-15,Standard Class,Karen Seio,Corporate,United Kingdom,EU,North,OFF-EN-10003177,Office Supplies,Envelopes,503,11,0,165.66,18.96,Medium,2011
ES-2011-5803751,2011-08-09,2011-08-13,Standard Class,Corey Roper,Home Office,Spain,EU,South,FUR-FU-10004960,Furniture,Furnishings,208,4,0,0,18.11,High,2011
CA-2011-166471,2011-08-09,2011-08-13,Standard Class,Matthew Grinstein,Home Office,United States,US,West,TEC-PH-10000038,Technology,Phones,219,2,0.2,-43.83,16.56,High,2011
ES-2011-1417751,2011-08-09,2011-08-12,First Class,Keith Herrera,Consumer,France,EU,Central,OFF-AR-10000091,Office Supplies,Art,88,4,0,15.84,11.02,Medium,2011
ES-2011-1480594,2011-08-09,2011-08-10,First Class,Mitch Willingham,Corporate,France,EU,Central,OFF-EN-10003381,Office Supplies,Envelopes,59,2,0,28.8,8.73,High,2011
ES-2011-5775498,2011-08-09,2011-08-13,Standard Class,Jesus Ocampo,Home Office,France,EU,Central,OFF-PA-10003956,Office Supplies,Paper,66,4,0,10.56,8.12,High,2011
CA-2011-4850,2011-08-09,2011-08-13,Standard Class,Alan Haines,Corporate,Canada,Canada,Canada,OFF-AME-10002956,Office Supplies,Envelopes,88,6,0,29.7,7.97,Medium,2011
ES-2011-5803751,2011-08-09,2011-08-13,Standard Class,Corey Roper,Home Office,Spain,EU,South,FUR-FU-10004462,Furniture,Furnishings,53,2,0,14.76,6.87,High,2011
LE-2011-3430,2011-08-09,2011-08-15,Standard Class,Carl Weiss,Home Office,Lebanon,EMEA,EMEA,OFF-FEL-10002658,Office Supplies,Storage,57,1,0,23.31,6.67,Low,2011
ES-2011-2585328,2011-08-09,2011-08-11,First Class,Khloe Miller,Consumer,Germany,EU,Central,OFF-BI-10000042,Office Supplies,Binders,15,2,0,5.04,5.73,Critical,2011
